Tournament,Stage,Match Type,Player,Team,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths
Champions Tour 2023: Americas League,Regular Season,Week 8,Xeppaa,Cloud9,skye,47,0.89,229.0,1.0,70%,144.9,0.85,0.28,0.06,0.13,29%,,0/4,28,40,40,13,3,6
Champions Tour 2023: Americas League,Regular Season,Week 8,Xeppaa,Cloud9,"skye, raze",69,1.08,258.7,1.23,74%,161.2,0.94,0.25,0.13,0.1,28%,17%,1/6,28,65,53,17,9,7
Champions Tour 2023: Americas League,Regular Season,Week 8,Boostio,Evil Geniuses,astra,42,1.07,231.5,1.1,79%,152.6,0.81,0.33,0.17,0.1,33%,11%,1/9,17,34,31,14,7,4
Champions Tour 2023: Americas League,Regular Season,Week 8,Demon1,Evil Geniuses,jett,42,0.96,224.0,1.03,69%,150.6,0.79,0.05,0.17,0.07,27%,,0/2,17,33,32,2,7,3
Champions Tour 2023: Americas League,Regular Season,Week 8,jawgemo,Evil Geniuses,raze,42,0.74,196.0,0.74,60%,135.5,0.62,0.21,0.05,0.26,15%,,0/4,16,26,35,9,2,11
Champions Tour 2023: Americas League,Regular Season,Week 8,Ethan,Evil Geniuses,skye,42,0.76,129.0,0.58,67%,85.0,0.43,0.4,0.02,0.02,27%,17%,1/6,12,18,31,17,1,1
Champions Tour 2023: Americas League,Regular Season,Week 8,C0M,Evil Geniuses,viper,42,0.99,226.5,1.1,76%,140.5,0.79,0.31,0.1,0.05,22%,14%,1/7,19,33,30,13,4,2
Champions Tour 2023: Americas League,Regular Season,Week 8,s0m,NRG Esports,astra,20,1.04,161.0,0.85,90%,100.7,0.55,0.4,0.1,0.0,35%,100%,1/1,11,11,13,8,2,0
Champions Tour 2023: Americas League,Regular Season,Week 8,s0m,NRG Esports,harbor,22,1.25,250.0,1.33,64%,156.2,0.91,0.18,0.18,0.05,24%,25%,1/4,20,20,15,4,4,1
Champions Tour 2023: Americas League,Regular Season,Week 8,s0m,NRG Esports,"harbor, astra",42,1.15,205.5,1.11,76%,129.8,0.74,0.29,0.14,0.02,27%,40%,2/5,20,31,28,12,6,1
Champions Tour 2023: Americas League,Regular Season,Week 8,ardiis,NRG Esports,jett,20,0.93,221.0,1.07,75%,148.5,0.8,0.1,0.1,0.2,26%,,0/3,16,16,15,2,2,4
Champions Tour 2023: Americas League,Regular Season,Week 8,Victor,NRG Esports,raze,42,1.08,230.0,1.14,71%,153.8,0.79,0.31,0.12,0.19,19%,,0/1,18,33,29,13,5,8
Champions Tour 2023: Americas League,Regular Season,Week 8,crashies,NRG Esports,skye,42,1.27,225.5,1.24,83%,149.5,0.86,0.45,0.07,0.07,36%,29%,2/7,19,36,29,19,3,3
Champions Tour 2023: Americas League,Regular Season,Week 8,FiNESSE,NRG Esports,viper,42,1.04,188.5,1.04,64%,128.5,0.64,0.31,0.07,0.1,23%,20%,1/5,14,27,26,13,3,4
Champions Tour 2023: Americas League,Regular Season,Week 8,Melser,KRÜ Esports,astra,22,0.92,171.0,0.87,68%,110.0,0.59,0.41,0.05,0.23,15%,50%,2/4,13,13,15,9,1,5
Champions Tour 2023: Americas League,Regular Season,Week 8,Melser,KRÜ Esports,harbor,28,0.73,195.0,0.9,64%,134.7,0.64,0.25,0.07,0.0,30%,,0/2,18,18,20,7,2,0
Champions Tour 2023: Americas League,Regular Season,Week 8,Melser,KRÜ Esports,omen,19,1.23,219.0,1.25,79%,139.8,0.79,0.58,0.21,0.0,26%,,0/1,15,15,12,11,4,0
Champions Tour 2023: Americas League,Regular Season,Week 8,Melser,KRÜ Esports,"harbor, astra, omen",69,0.96,195.0,0.98,70%,128.2,0.67,0.39,0.1,0.07,23%,29%,2/7,18,46,47,27,7,5
Champions Tour 2023: Americas League,Regular Season,Week 8,keznit,KRÜ Esports,jett,69,1.31,283.3,1.52,72%,183.8,1.01,0.14,0.22,0.12,34%,11%,1/9,26,70,46,10,15,8
Champions Tour 2023: Americas League,Regular Season,Week 8,DaveeyS,KRÜ Esports,kayo,19,1.59,264.0,2.0,84%,147.5,1.05,0.47,0.11,0.05,33%,,0/1,20,20,10,9,2,1
Champions Tour 2023: Americas League,Regular Season,Week 8,DaveeyS,KRÜ Esports,killjoy,28,1.22,304.0,1.55,82%,196.0,1.11,0.07,0.07,0.07,34%,11%,1/9,31,31,20,2,2,2
Champions Tour 2023: Americas League,Regular Season,Week 8,DaveeyS,KRÜ Esports,raze,22,0.99,206.0,0.72,86%,147.1,0.59,0.5,0.09,0.14,17%,,0/2,13,13,18,11,2,3
Champions Tour 2023: Americas League,Regular Season,Week 8,DaveeyS,KRÜ Esports,"raze, killjoy, kayo",69,1.27,258.0,1.33,84%,167.1,0.93,0.32,0.09,0.09,28%,8%,1/12,31,64,48,22,6,6
Champions Tour 2023: Americas League,Regular Season,Week 8,NagZ,KRÜ Esports,killjoy,19,1.18,193.0,1.3,100%,122.3,0.68,0.16,0.11,0.05,14%,,0/4,13,13,10,3,2,1
Champions Tour 2023: Americas League,Regular Season,Week 8,NagZ,KRÜ Esports,viper,50,0.81,172.0,0.86,60%,115.5,0.62,0.2,0.08,0.12,23%,,0/3,18,31,36,10,4,6
Champions Tour 2023: Americas League,Regular Season,Week 8,NagZ,KRÜ Esports,"killjoy, viper",69,0.93,179.0,0.96,71%,117.4,0.64,0.19,0.09,0.1,20%,,0/7,18,44,46,13,6,7
Champions Tour 2023: Americas League,Regular Season,Week 8,Klaus,KRÜ Esports,skye,50,0.68,146.5,0.56,76%,99.7,0.48,0.54,0.06,0.06,20%,25%,1/4,14,24,43,27,3,3
Champions Tour 2023: Americas League,Regular Season,Week 8,Klaus,KRÜ Esports,sova,19,0.9,131.0,0.82,79%,93.6,0.47,0.37,0.0,0.16,13%,,,9,9,11,7,0,3
Champions Tour 2023: Americas League,Regular Season,Week 8,Klaus,KRÜ Esports,"skye, sova",69,0.75,141.3,0.61,77%,98.0,0.48,0.49,0.04,0.09,18%,25%,1/4,14,33,54,34,3,6
Champions Tour 2023: Americas League,Regular Season,Week 8,Marved,Sentinels,astra,38,0.87,142.0,0.74,82%,96.8,0.53,0.24,0.05,0.16,29%,,0/1,11,20,27,9,2,6
Champions Tour 2023: Americas League,Regular Season,Week 8,Marved,Sentinels,brimstone,36,1.1,210.0,1.17,75%,140.6,0.75,0.31,0.03,0.17,37%,50%,1/2,27,27,23,11,1,6
Champions Tour 2023: Americas League,Regular Season,Week 8,Marved,Sentinels,"brimstone, astra",74,0.95,164.7,0.94,78%,118.1,0.64,0.27,0.04,0.16,33%,33%,1/3,27,47,50,20,3,12
Champions Tour 2023: Americas League,Regular Season,Week 8,zekken,Sentinels,breach,18,0.47,117.0,0.41,72%,73.1,0.39,0.56,0.0,0.11,6%,,0/2,7,7,17,10,0,2
Champions Tour 2023: Americas League,Regular Season,Week 8,zekken,Sentinels,raze,56,1.19,276.5,1.25,75%,178.6,0.89,0.27,0.16,0.05,22%,20%,1/5,31,50,40,15,9,3
Champions Tour 2023: Americas League,Regular Season,Week 8,zekken,Sentinels,"breach, raze",74,0.95,223.3,1.0,74%,152.9,0.77,0.34,0.12,0.07,19%,14%,1/7,31,57,57,25,9,5
Champions Tour 2023: Americas League,Regular Season,Week 8,TenZ,Sentinels,jett,74,1.18,249.3,1.15,72%,158.5,0.82,0.24,0.22,0.15,18%,13%,1/8,25,61,53,18,16,11
Champions Tour 2023: Americas League,Regular Season,Week 8,pANcada,Sentinels,killjoy,18,0.95,153.0,0.91,78%,105.4,0.56,0.33,0.0,0.06,28%,17%,1/6,10,10,11,6,0,1
Champions Tour 2023: Americas League,Regular Season,Week 8,pANcada,Sentinels,viper,56,0.85,143.0,0.91,61%,96.8,0.55,0.16,0.05,0.07,29%,14%,1/7,21,31,34,9,3,4
Champions Tour 2023: Americas League,Regular Season,Week 8,pANcada,Sentinels,"killjoy, viper",74,0.88,146.3,0.91,65%,98.9,0.55,0.2,0.04,0.07,28%,15%,2/13,21,41,45,15,3,5
Champions Tour 2023: Americas League,Regular Season,Week 8,Sacy,Sentinels,skye,56,0.97,185.0,0.95,70%,125.6,0.63,0.32,0.07,0.02,32%,,0/7,23,35,37,18,4,1
Champions Tour 2023: Americas League,Regular Season,Week 8,Sacy,Sentinels,sova,18,1.0,211.0,0.93,72%,144.3,0.78,0.22,0.11,0.17,30%,,0/2,14,14,15,4,2,3
Champions Tour 2023: Americas League,Regular Season,Week 8,Sacy,Sentinels,"skye, sova",74,0.98,193.7,0.94,70%,130.1,0.66,0.3,0.08,0.05,32%,,0/9,23,49,52,22,6,4
Champions Tour 2023: Americas League,Regular Season,Week 8,Khalil,FURIA,astra,20,0.87,120.0,0.67,80%,79.7,0.4,0.45,0.0,0.0,21%,,0/5,8,8,12,9,0,0
Champions Tour 2023: Americas League,Regular Season,Week 8,Khalil,FURIA,brimstone,36,0.99,207.0,0.96,78%,138.7,0.75,0.31,0.03,0.03,27%,,0/5,27,27,28,11,1,1
Champions Tour 2023: Americas League,Regular Season,Week 8,Khalil,FURIA,killjoy,18,1.0,173.0,1.1,94%,126.1,0.61,0.22,0.06,0.0,19%,,0/2,11,11,10,4,1,0
Champions Tour 2023: Americas League,Regular Season,Week 8,Khalil,FURIA,"killjoy, brimstone, astra",74,0.95,166.7,0.92,82%,119.7,0.62,0.32,0.03,0.01,23%,,0/12,27,46,50,24,2,1
Champions Tour 2023: Americas League,Regular Season,Week 8,mazin,FURIA,harbor,18,0.69,168.0,0.79,67%,112.0,0.61,0.33,0.11,0.17,29%,,0/2,11,11,14,6,2,3
Champions Tour 2023: Americas League,Regular Season,Week 8,mazin,FURIA,skye,56,0.99,186.5,1.08,68%,119.3,0.7,0.27,0.05,0.07,37%,,0/6,25,39,36,15,3,4
Champions Tour 2023: Americas League,Regular Season,Week 8,mazin,FURIA,"harbor, skye",74,0.89,180.3,1.0,68%,117.5,0.68,0.28,0.07,0.09,35%,,0/8,25,50,50,21,5,7
Champions Tour 2023: Americas League,Regular Season,Week 8,dgzin,FURIA,jett,74,1.17,251.0,1.19,72%,133.0,0.85,0.11,0.24,0.12,23%,17%,1/6,24,63,53,8,18,9
Champions Tour 2023: Americas League,Regular Season,Week 8,mwzera,FURIA,raze,56,0.84,202.0,0.76,64%,137.8,0.63,0.29,0.16,0.2,12%,33%,1/3,21,35,46,16,9,11
Champions Tour 2023: Americas League,Regular Season,Week 8,mwzera,FURIA,skye,18,1.45,276.0,1.9,100%,184.8,1.06,0.39,0.06,0.06,44%,100%,1/1,19,19,10,7,1,1
Champions Tour 2023: Americas League,Regular Season,Week 8,mwzera,FURIA,"skye, raze",74,1.04,226.7,0.96,73%,149.2,0.73,0.31,0.14,0.16,19%,50%,2/4,21,54,56,23,10,12
Champions Tour 2023: Americas League,Regular Season,Week 8,Quick,FURIA,viper,74,0.92,150.3,0.94,66%,111.3,0.59,0.3,0.03,0.11,24%,13%,1/8,28,44,47,22,2,8
Champions Tour 2023: Americas League,Regular Season,Week 8,frz,MIBR,breach,19,1.11,189.0,1.18,74%,121.4,0.68,0.21,0.05,0.11,36%,,0/3,13,13,11,4,1,2
Champions Tour 2023: Americas League,Regular Season,Week 8,frz,MIBR,skye,46,1.1,189.0,1.11,78%,135.1,0.67,0.43,0.04,0.07,28%,40%,2/5,20,31,28,20,2,3
Champions Tour 2023: Americas League,Regular Season,Week 8,frz,MIBR,"skye, breach",65,1.1,189.0,1.13,77%,131.1,0.68,0.37,0.05,0.08,30%,25%,2/8,20,44,39,24,3,5
Champions Tour 2023: Americas League,Regular Season,Week 8,RgLMeister,MIBR,brimstone,19,1.67,296.0,2.0,95%,198.5,1.05,0.63,0.11,0.0,30%,75%,3/4,20,20,10,12,2,0
Champions Tour 2023: Americas League,Regular Season,Week 8,RgLMeister,MIBR,harbor,26,1.08,164.0,1.0,81%,103.5,0.62,0.35,0.0,0.04,29%,,0/1,16,16,16,9,0,1
Champions Tour 2023: Americas League,Regular Season,Week 8,RgLMeister,MIBR,omen,20,1.36,252.0,1.58,75%,171.4,0.95,0.2,0.0,0.0,24%,33%,1/3,19,19,12,4,0,0
Champions Tour 2023: Americas League,Regular Season,Week 8,RgLMeister,MIBR,"harbor, brimstone, omen",65,1.37,237.3,1.45,83%,152.1,0.85,0.38,0.03,0.02,28%,50%,4/8,20,55,38,25,2,1
Champions Tour 2023: Americas League,Regular Season,Week 8,jzz,MIBR,jett,26,0.58,126.0,0.58,65%,79.8,0.42,0.08,0.12,0.19,21%,,0/1,11,11,19,2,3,5
Champions Tour 2023: Americas League,Regular Season,Week 8,jzz,MIBR,neon,39,1.03,255.5,1.14,77%,153.2,0.85,0.26,0.26,0.18,35%,,,17,33,29,10,10,7
Champions Tour 2023: Americas League,Regular Season,Week 8,jzz,MIBR,"neon, jett",65,0.88,212.3,0.92,72%,123.8,0.68,0.18,0.2,0.18,31%,,0/1,17,44,48,12,13,12
Champions Tour 2023: Americas League,Regular Season,Week 8,TxoziN,MIBR,killjoy,65,1.1,194.7,1.05,71%,138.9,0.63,0.25,0.17,0.06,17%,36%,4/11,17,41,39,16,11,4
Champions Tour 2023: Americas League,Regular Season,Week 8,murizzz,MIBR,skye,19,1.13,195.0,1.36,84%,101.5,0.79,0.42,0.05,0.0,32%,,0/1,15,15,11,8,1,0
Champions Tour 2023: Americas League,Regular Season,Week 8,murizzz,MIBR,viper,46,0.74,198.0,0.89,61%,125.3,0.7,0.26,0.09,0.2,29%,,0/4,20,32,36,12,4,9
Champions Tour 2023: Americas League,Regular Season,Week 8,murizzz,MIBR,"skye, viper",65,0.87,197.0,1.0,68%,118.3,0.72,0.31,0.08,0.14,30%,,0/5,20,47,47,20,5,9
Champions Tour 2023: Americas League,Regular Season,Week 8,Derrek,100 Thieves,breach,19,1.05,212.0,1.07,84%,130.9,0.79,0.32,0.11,0.0,54%,20%,1/5,15,15,14,6,2,0
Champions Tour 2023: Americas League,Regular Season,Week 8,Derrek,100 Thieves,killjoy,46,0.93,179.0,0.75,72%,127.5,0.52,0.35,0.02,0.07,16%,,0/8,14,24,32,16,1,3
Champions Tour 2023: Americas League,Regular Season,Week 8,Derrek,100 Thieves,"killjoy, breach",65,0.97,190.0,0.85,75%,128.5,0.6,0.34,0.05,0.05,21%,8%,1/13,15,39,46,22,3,3
Champions Tour 2023: Americas League,Regular Season,Week 8,bang,100 Thieves,brimstone,19,0.82,149.0,0.64,79%,103.4,0.47,0.37,0.0,0.11,31%,,0/1,9,9,14,7,0,2
Champions Tour 2023: Americas League,Regular Season,Week 8,bang,100 Thieves,omen,20,0.89,167.0,0.8,70%,116.1,0.6,0.4,0.1,0.05,29%,50%,1/2,12,12,15,8,2,1
Champions Tour 2023: Americas League,Regular Season,Week 8,bang,100 Thieves,viper,26,1.01,165.0,1.07,85%,116.5,0.62,0.23,0.15,0.08,36%,,0/2,16,16,15,6,4,2
Champions Tour 2023: Americas League,Regular Season,Week 8,bang,100 Thieves,"brimstone, viper, omen",65,0.91,160.3,0.84,78%,112.6,0.57,0.32,0.09,0.08,32%,20%,1/5,16,37,44,21,6,5
Champions Tour 2023: Americas League,Regular Season,Week 8,stellar,100 Thieves,harbor,26,0.99,174.0,1.0,69%,101.9,0.62,0.35,0.04,0.08,12%,,0/2,16,16,16,9,1,2
Champions Tour 2023: Americas League,Regular Season,Week 8,stellar,100 Thieves,killjoy,19,0.6,179.0,0.69,58%,126.0,0.58,0.16,0.05,0.26,15%,,0/2,11,11,16,3,1,5
Champions Tour 2023: Americas League,Regular Season,Week 8,stellar,100 Thieves,viper,20,0.68,118.0,0.38,70%,94.9,0.3,0.45,0.0,0.05,26%,,0/1,6,6,16,9,0,1
Champions Tour 2023: Americas League,Regular Season,Week 8,stellar,100 Thieves,"harbor, killjoy, viper",65,0.76,157.0,0.69,66%,106.8,0.51,0.32,0.03,0.12,16%,,0/5,16,33,48,21,2,8
Champions Tour 2023: Americas League,Regular Season,Week 8,Cryocells,100 Thieves,jett,65,1.15,254.3,1.28,71%,162.1,0.92,0.15,0.25,0.2,27%,17%,1/6,33,60,47,10,16,13
Champions Tour 2023: Americas League,Regular Season,Week 8,Asuna,100 Thieves,skye,65,1.04,192.3,0.91,72%,116.8,0.65,0.49,0.06,0.08,19%,,0/9,18,42,46,32,4,5
Champions Tour 2023: Americas League,Regular Season,Week 8,kiNgg,Leviatán,breach,20,0.69,134.0,0.71,70%,93.8,0.5,0.2,0.05,0.05,31%,,,10,10,14,4,1,1
Champions Tour 2023: Americas League,Regular Season,Week 8,kiNgg,Leviatán,kayo,18,0.84,175.0,0.79,44%,119.8,0.61,0.28,0.06,0.11,27%,,0/1,11,11,14,5,1,2
Champions Tour 2023: Americas League,Regular Season,Week 8,kiNgg,Leviatán,"breach, kayo",38,0.76,154.5,0.75,58%,106.1,0.55,0.24,0.05,0.08,29%,,0/1,11,21,28,9,2,3
Champions Tour 2023: Americas League,Regular Season,Week 8,Tacolilla,Leviatán,jett,38,0.41,108.5,0.42,45%,72.7,0.34,0.11,0.11,0.26,11%,,0/1,9,13,31,4,4,10
Champions Tour 2023: Americas League,Regular Season,Week 8,Shyy,Leviatán,killjoy,38,0.91,180.5,0.86,61%,129.7,0.63,0.08,0.16,0.05,20%,,0/5,13,24,28,3,6,2
Champions Tour 2023: Americas League,Regular Season,Week 8,Mazino,Leviatán,omen,38,0.61,126.5,0.47,53%,89.0,0.37,0.42,0.0,0.16,20%,,0/2,9,14,30,16,0,6
Champions Tour 2023: Americas League,Regular Season,Week 8,nzr,Leviatán,sova,38,1.04,191.5,0.96,63%,132.4,0.66,0.08,0.05,0.08,26%,,0/13,16,25,26,3,2,3
Champions Tour 2023: Americas League,Regular Season,Week 8,tuyz,LOUD,harbor,20,1.35,201.0,1.5,90%,154.0,0.75,0.3,0.05,0.0,34%,,0/3,15,15,10,6,1,0
Champions Tour 2023: Americas League,Regular Season,Week 8,tuyz,LOUD,omen,18,1.24,176.0,1.33,83%,135.2,0.67,0.67,0.06,0.06,32%,,0/1,12,12,9,12,1,1
Champions Tour 2023: Americas League,Regular Season,Week 8,tuyz,LOUD,"harbor, omen",38,1.29,188.5,1.42,87%,145.1,0.71,0.47,0.05,0.03,33%,,0/4,15,27,19,18,2,1
Champions Tour 2023: Americas League,Regular Season,Week 8,aspas,LOUD,jett,38,1.39,244.0,2.0,87%,156.6,0.95,0.16,0.21,0.11,32%,40%,2/5,20,36,18,6,8,4
Champions Tour 2023: Americas League,Regular Season,Week 8,saadhak,LOUD,kayo,18,1.87,293.0,3.17,83%,184.6,1.06,0.72,0.22,0.0,22%,,0/1,19,19,6,13,4,0
Champions Tour 2023: Americas League,Regular Season,Week 8,saadhak,LOUD,viper,20,1.02,218.0,1.07,85%,151.9,0.75,0.35,0.2,0.1,23%,,0/1,15,15,14,7,4,2
Champions Tour 2023: Americas League,Regular Season,Week 8,saadhak,LOUD,"viper, kayo",38,1.45,255.5,1.7,84%,167.4,0.89,0.53,0.21,0.05,23%,,0/2,19,34,20,20,8,2
Champions Tour 2023: Americas League,Regular Season,Week 8,Less,LOUD,killjoy,38,1.25,197.0,1.56,76%,141.2,0.74,0.18,0.11,0.11,30%,,0/2,14,28,18,7,4,4
Champions Tour 2023: Americas League,Regular Season,Week 8,cauanzin,LOUD,skye,20,0.79,143.0,0.53,85%,94.5,0.4,0.4,0.05,0.1,17%,,,8,8,15,8,1,2
Champions Tour 2023: Americas League,Regular Season,Week 8,cauanzin,LOUD,sova,18,1.13,166.0,1.43,89%,97.2,0.56,0.44,0.06,0.06,10%,,0/1,10,10,7,8,1,1
Champions Tour 2023: Americas League,Regular Season,Week 8,cauanzin,LOUD,"skye, sova",38,0.96,154.5,0.82,87%,95.7,0.47,0.42,0.05,0.08,13%,,0/1,10,18,22,16,2,3
Champions Tour 2023: Americas League,All Stages,All Match Types,Mazino,Leviatán,astra,66,1.42,277.0,1.74,83%,177.1,1.0,0.38,0.05,0.03,27%,33%,2/6,23,66,38,25,3,2
Champions Tour 2023: Americas League,All Stages,All Match Types,Mazino,Leviatán,harbor,245,1.05,201.9,0.99,72%,124.8,0.7,0.37,0.12,0.07,25%,9%,1/11,22,172,173,91,29,18
Champions Tour 2023: Americas League,All Stages,All Match Types,Mazino,Leviatán,omen,285,0.84,171.1,0.76,69%,110.1,0.57,0.41,0.13,0.14,22%,,0/15,18,163,214,118,36,39
Champions Tour 2023: Americas League,All Stages,All Match Types,Mazino,Leviatán,"harbor, astra, omen",596,0.98,194.5,0.94,72%,123.6,0.67,0.39,0.11,0.1,24%,9%,3/32,23,401,425,234,68,59
Champions Tour 2023: Americas League,All Stages,All Match Types,kiNgg,Leviatán,breach,78,1.09,189.0,1.15,69%,121.7,0.69,0.33,0.08,0.05,37%,,0/4,17,54,47,26,6,4
Champions Tour 2023: Americas League,All Stages,All Match Types,kiNgg,Leviatán,kayo,123,1.05,219.2,1.0,70%,140.5,0.73,0.38,0.06,0.14,28%,8%,1/12,22,90,90,47,7,17
Champions Tour 2023: Americas League,All Stages,All Match Types,kiNgg,Leviatán,viper,395,1.22,226.3,1.3,78%,147.8,0.79,0.36,0.11,0.08,27%,18%,8/45,35,311,240,143,43,30
Champions Tour 2023: Americas League,All Stages,All Match Types,kiNgg,Leviatán,"viper, breach, kayo",596,1.16,219.4,1.21,75%,142.8,0.76,0.36,0.09,0.09,29%,15%,9/61,35,455,377,216,56,51
Champions Tour 2023: Americas League,All Stages,All Match Types,Tacolilla,Leviatán,jett,534,0.93,188.7,0.95,68%,121.1,0.66,0.18,0.18,0.18,19%,10%,4/39,34,351,369,94,94,96
Champions Tour 2023: Americas League,All Stages,All Match Types,Tacolilla,Leviatán,raze,43,0.87,201.5,0.88,72%,138.3,0.65,0.26,0.14,0.19,21%,50%,1/2,19,28,32,11,6,8
Champions Tour 2023: Americas League,All Stages,All Match Types,Tacolilla,Leviatán,sage,19,0.66,147.0,0.56,63%,101.4,0.47,0.42,0.05,0.32,9%,,0/2,9,9,16,8,1,6
Champions Tour 2023: Americas League,All Stages,All Match Types,Tacolilla,Leviatán,"jett, raze, sage",596,0.92,188.1,0.93,68%,121.7,0.65,0.19,0.17,0.18,19%,12%,5/43,34,388,417,113,101,110
Champions Tour 2023: Americas League,All Stages,All Match Types,Shyy,Leviatán,killjoy,511,0.99,190.3,0.99,71%,133.4,0.66,0.19,0.09,0.06,20%,7%,4/57,28,338,342,98,48,32
Champions Tour 2023: Americas League,All Stages,All Match Types,Shyy,Leviatán,skye,85,0.86,126.5,0.65,74%,83.6,0.41,0.53,0.06,0.07,18%,,0/8,15,35,54,45,5,6
Champions Tour 2023: Americas League,All Stages,All Match Types,Shyy,Leviatán,"skye, killjoy",596,0.97,181.2,0.94,71%,126.3,0.63,0.24,0.09,0.06,20%,6%,4/65,28,373,396,143,53,38
Champions Tour 2023: Americas League,All Stages,All Match Types,nzr,Leviatán,raze,85,1.08,253.3,1.1,76%,162.8,0.76,0.24,0.11,0.16,18%,13%,1/8,19,65,59,20,9,14
Champions Tour 2023: Americas League,All Stages,All Match Types,nzr,Leviatán,skye,248,1.11,190.2,1.13,80%,115.6,0.69,0.47,0.04,0.04,18%,11%,3/28,25,170,151,117,11,9
Champions Tour 2023: Americas League,All Stages,All Match Types,nzr,Leviatán,sova,263,1.14,196.0,1.15,75%,131.8,0.67,0.27,0.03,0.03,21%,7%,4/59,22,177,154,71,9,7
Champions Tour 2023: Americas League,All Stages,All Match Types,nzr,Leviatán,"skye, raze, sova",596,1.12,201.9,1.13,77%,129.5,0.69,0.35,0.05,0.05,19%,8%,8/95,25,412,364,208,29,30
Champions Tour 2023: Americas League,All Stages,All Match Types,BcJ,Evil Geniuses,astra,24,1.24,206.0,1.29,75%,126.2,0.75,0.54,0.08,0.0,13%,14%,1/7,18,18,14,13,2,0
Champions Tour 2023: Americas League,All Stages,All Match Types,BcJ,Evil Geniuses,brimstone,22,0.86,166.0,0.63,68%,101.3,0.55,0.59,0.09,0.09,24%,,0/2,12,12,19,13,2,2
Champions Tour 2023: Americas League,All Stages,All Match Types,BcJ,Evil Geniuses,omen,22,1.03,188.0,0.93,77%,118.3,0.64,0.41,0.05,0.09,27%,33%,1/3,14,14,15,9,1,2
Champions Tour 2023: Americas League,All Stages,All Match Types,BcJ,Evil Geniuses,"brimstone, astra, omen",68,1.05,186.7,0.92,74%,115.6,0.65,0.51,0.07,0.06,20%,17%,2/12,18,44,48,35,5,4
Champions Tour 2023: Americas League,All Stages,All Match Types,Boostio,Evil Geniuses,astra,194,1.09,209.9,1.12,74%,139.8,0.77,0.3,0.08,0.11,28%,13%,4/30,23,149,133,58,16,21
Champions Tour 2023: Americas League,All Stages,All Match Types,Boostio,Evil Geniuses,killjoy,516,0.97,203.3,0.98,68%,138.4,0.7,0.18,0.11,0.13,23%,19%,6/31,23,362,368,93,58,68
Champions Tour 2023: Americas League,All Stages,All Match Types,Boostio,Evil Geniuses,"killjoy, astra",710,1.0,205.2,1.02,70%,138.8,0.72,0.21,0.1,0.13,24%,16%,10/61,23,511,501,151,74,89
Champions Tour 2023: Americas League,All Stages,All Match Types,jawgemo,Evil Geniuses,astra,48,0.92,154.5,0.81,73%,99.8,0.52,0.33,0.06,0.08,21%,,0/4,15,25,31,16,3,4
Champions Tour 2023: Americas League,All Stages,All Match Types,jawgemo,Evil Geniuses,harbor,120,0.85,199.2,0.84,69%,133.4,0.68,0.29,0.07,0.1,25%,,0/7,22,81,97,35,8,12
Champions Tour 2023: Americas League,All Stages,All Match Types,jawgemo,Evil Geniuses,jett,22,0.74,185.0,0.74,64%,118.2,0.64,0.14,0.14,0.32,29%,50%,1/2,14,14,19,3,3,7
Champions Tour 2023: Americas League,All Stages,All Match Types,jawgemo,Evil Geniuses,omen,224,0.82,155.8,0.69,68%,97.2,0.52,0.42,0.04,0.11,25%,,0/22,17,117,169,93,9,25
Champions Tour 2023: Americas League,All Stages,All Match Types,jawgemo,Evil Geniuses,raze,296,1.09,244.7,1.09,76%,160.4,0.83,0.29,0.16,0.15,14%,11%,1/9,21,246,225,87,47,43
Champions Tour 2023: Americas League,All Stages,All Match Types,jawgemo,Evil Geniuses,"jett, omen, raze, harbor, astra",710,0.95,203.4,0.89,72%,130.5,0.68,0.33,0.1,0.13,19%,5%,2/44,22,483,541,234,70,91
Champions Tour 2023: Americas League,All Stages,All Match Types,C0M,Evil Geniuses,breach,38,1.37,226.5,1.52,82%,133.2,0.84,0.58,0.03,0.08,24%,29%,2/7,17,32,21,22,1,3
Champions Tour 2023: Americas League,All Stages,All Match Types,C0M,Evil Geniuses,fade,13,0.33,104.0,0.23,54%,81.2,0.23,0.38,0.0,0.15,14%,,0/1,3,3,13,5,0,2
Champions Tour 2023: Americas League,All Stages,All Match Types,C0M,Evil Geniuses,gekko,48,0.95,169.0,0.8,73%,127.4,0.58,0.38,0.04,0.19,23%,17%,2/12,16,28,35,18,2,9
Champions Tour 2023: Americas League,All Stages,All Match Types,C0M,Evil Geniuses,sova,395,1.04,187.3,1.01,74%,124.5,0.63,0.32,0.07,0.07,23%,13%,9/70,22,249,246,126,28,28
Champions Tour 2023: Americas League,All Stages,All Match Types,C0M,Evil Geniuses,viper,216,1.03,181.5,0.99,72%,121.2,0.63,0.3,0.1,0.07,22%,18%,6/34,19,137,139,65,21,15
Champions Tour 2023: Americas League,All Stages,All Match Types,C0M,Evil Geniuses,"viper, sova, gekko, breach, fade",710,1.03,184.2,0.99,74%,123.4,0.63,0.33,0.07,0.08,22%,15%,19/124,22,449,454,236,52,57
